station_name,station_id,index_nbr,latitude,longitude,obs_rems
ALFRED FAURE (ILES CROZET),264285573,61997,46 25 57S,051 51 24E,"C, GOS, GSN, ANTON, CLIMAT(C), RBCN, RBSN(S)"
ALFREDO CHAVES,264295493,86829,20 38 11S,040 44 29W,GOS
ALGER-PORT,264284741,60369,36 46 00N,003 06 00E,"C, GOS, CLIMAT(C)"
ALGHERO,264306011,16520,40 37 52N,008 17 19E,"A, GOS"
"ALGONQUIN PARK EAST GATE, ONT",264297451,71581,45 32 00N,078 16 00W,GOS
ALGUWAYRIYAH,264291271,41164,25 50 00N,051 16 00E,GOS
ALHAURIN EL GRANDE,264308731,8475,36 36 48N,004 39 33W,GOS
ALI CURUNG,264300149,94325,21 00 09S,134 24 10E,GOS
ALI SHAN,264288229,59353,23 31 00N,120 48 00E,GOS
ALI-ALGHARBI,264289597,40666,32 28 00N,046 43 00E,GOS
ALI-GOODARZ,264289431,40783,33 24 29N,049 42 09E,"GOS, RBSN(S)"
ALIBAG,264289051,43058,18 38 00N,072 52 00E,GOS
ALIBAY,264303251,37579,41 39 00N,046 43 00E,"M, GOS"
ALICANTE,264308695,8359,38 22 21N,000 29 39W,"GOS, CLIMAT(C)"
ALICANTE/EL ALTET,264308697,8360,38 16 58N,000 34 15W,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
ALICE SPRINGS AIRPORT,264300151,94326,23 47 42S,133 53 20E,"A, R, RADAR, WR, GOS, GSN, CLIMAT(C), RBCN, RBSN(ST), WRO, GRUAN"
"ALICE TOWN, BIMINI",264296337,78070,25 44 00N,079 18 00W,GOS
ALIGARH,264288517,42262,27 53 00N,078 04 00E,GOS
ALINDAO,264285185,64662,05 03 00N,021 12 00E,"GOS, CLIMAT(C)"
ALIRAJPUR,264288853,42753,22 17 00N,074 24 00E,GOS
ALISTRO,264304753,7775,42 15 35N,009 32 29E,"C, GOS"
ALIWAL NORTH PLAATKOP,264286609,68546,30 48 10S,026 53 18E,GOS
ALKARANAA,264291283,41175,25 00 00N,051 02 00E,GOS
ALKHOR AIRPORT,264291267,41161,25 37 00N,051 31 00E,"A, GOS"
ALLAHABAD/BAMHRAULI,264288673,42475,25 27 00N,081 44 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
"ALLENTOWN/A.-BETHLEHEM-EASTON, PA.",264299351,72517,40 39 00N,075 26 00W,"A, GOS, CLIMAT(C)"
ALLENTSTEIG,264302893,11019,48 41 27N,015 22 01E,GOS
"ALLIANCE AGCM, ALTA",264296403,71006,52 18 55N,111 46 43W,GOS
ALLUITSUP PAA HELIPORT,264305401,4282,60 28 00N,045 35 00W,"C, GOS"
ALMA GA BACON COUNTY ARPT,264299085,72316,31 32 10N,082 30 25W,"A, GOS, CLIMAT(C)"
ALMATY (36870-0),264290343,36870,43 14 00N,076 56 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
ALMATY (36872-0),264290347,36872,43 21 48N,077 00 15E,"GOS, RBSN(T)"
ALMENARA,264295355,86743,16 10 00S,040 41 15W,"RADAR, GOS, WRO"
ALMERIA/AEROPUERTO,264308735,8487,36 50 47N,002 21 25W,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
ALOFI,264302275,91822,19 04 00S,169 55 00W,GOS
ALOFI WHARF,264302277,91823,19 03 09S,169 55 15W,GOS
ALONG,264288497,42216,28 10 00N,094 48 00E,GOS
ALOR STAR,264301855,48603,06 12 00N,100 24 00E,"A, GOS"
ALOR/MALI KALAHAHI,264301761,97320,08 08 13S,124 35 32E,"A, GOS"
"ALPENA/PHELPS COLLINS, MI.",264299505,72639,45 04 00N,083 34 00W,"A, GOS, RBSN(S)"
ALPNACH,264309357,6658,46 56 35N,008 17 09E,"A, GOS"
ALSHEHAIMIYA,264291269,41162,25 51 00N,050 58 00E,GOS
ALTA FLORESTA,264294141,81977,10 04 02S,056 45 08W,GOS
ALTA FLORESTA (AERO),264294479,82965,09 52 00S,056 06 00W,"A, R, GOS, RBSN(ST)"
ALTA LUFTHAVN,264306535,1049,69 58 39N,023 21 29E,"A, GOS, RBSN(S)"
ALTAI,264290809,44277,46 24 00N,096 15 00E,"GOS, CLIMAT(C), RBCN, RBSN(ST)"
ALTAJ,264291519,23939,60 20 00N,068 58 00E,"GOS, RBSN(S)"
ALTAMIRA,264294277,82353,03 12 00S,052 12 00W,"GOS, CLIMAT(C), RBSN(S)"
ALTAMIRA (AERO),264294279,82354,03 15 00S,052 15 00W,"A, GOS"
"ALTAR, SON.",264298507,76113,30 42 52N,111 50 04W,GOS
ALTAY,264287529,51076,47 44 00N,088 05 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
ALTDORF,264309383,6672,46 53 13N,008 37 18E,GOS
ALTDORF MIL,264309603,6844,46 53 00N,008 38 16E,GOS
ALTENRHEIN,264309417,6690,47 29 01N,009 34 00E,"A, GOS"
ALTENSTADT,264305237,10954,47 50 03N,010 52 00E,GOS
ALTIAGACH,264303297,37753,40 52 00N,048 56 00E,"M, GOS"
ALTNAHARRA NO2,264310233,3044,58 17 16N,004 26 33W,GOS
ALTO PARAISO DE GOIAS,264295273,86691,14 07 59S,047 31 23W,GOS
ALTO PARNAIBA (81985-0),264294149,81985,09 06 29S,045 55 55W,GOS
ALTO PARNAIBA (82970-0),264294481,82970,09 07 00S,045 57 00W,GOS
ALTO TAPAJOS,264294401,82741,07 21 00S,057 31 00W,GOS
ALTO TAQUARI,264295363,86750,17 48 56S,053 17 15W,GOS
"ALTUS AFB, OK.",264299131,72352,34 39 00N,099 16 00W,"A, GOS"
ALUKSNE,264306121,26346,57 26 22N,027 02 07E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
ALULA (40401-0),264292871,40401,26 29 00N,038 07 00E,"A, GOS, CLIMAT(C)"
ALULA (63200-0),264286405,63200,11 57 00N,050 44 00E,"A, GOS, RBCN, RBSN(S)"
ALUSHTA,264310147,33959,44 41 00N,034 26 00E,"C, GOS"
ALVA BEACH,264301023,95296,19 27 25S,147 29 00E,"C, GOS"
ALVDALEN,264308977,2321,61 15 16N,014 02 19E,GOS
ALVERCA,264307235,8537,38 53 51N,009 01 48W,"A, GOS"
ALVORADA DO GURGUEIA,264294035,81846,08 26 35S,043 51 53W,GOS
ALVSBYN,264308869,2173,65 40 13N,021 03 59E,GOS
ALWAKRAH,264291281,41173,25 11 00N,051 37 00E,GOS
ALWAR,264288507,42255,27 30 00N,076 35 00E,GOS
ALYGDZER,264292215,29894,53 38 00N,098 13 00E,GOS
ALYTUS,264306215,26729,54 24 45N,024 03 48E,GOS
AM-TIMAN,264285211,64754,11 02 00N,020 17 00E,"A, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
AMAHAI,264301801,97722,03 20 47S,128 55 41E,"A, GOS"
AMAMBAI,264295599,86894,23 00 09S,055 19 46W,GOS
AMAMI AIRPORT,264290121,47872,28 25 51N,129 42 45E,"A, GOS"
AMAPA,264294185,82030,02 04 00N,050 51 00W,GOS
AMAPALA,264298459,78700,13 16 00N,087 39 00W,"GOS, RBSN(S)"
AMARA,264289609,40680,31 50 00N,047 10 00E,GOS
AMARGOSA,264295253,86675,13 00 34S,039 37 01W,GOS
"AMARILLO/INTL., TX.",264299145,72363,35 13 59N,101 42 33W,"GOS, RBSN(S)"
AMASIA,264302791,37682,40 56 59N,043 46 48E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
AMASYA,264309773,17085,40 39 00N,035 51 00E,GOS
AMAZAR,264292343,30682,53 52 00N,120 52 00E,GOS
AMBALA,264288415,42103,30 23 00N,076 46 00E,GOS
AMBATO AEROPUERTO,264295993,84147,01 12 43S,078 34 29W,"A, GOS, RBSN(S)"
AMBERD,264302825,37782,40 23 08N,044 15 37E,GOS
AMBERIEU,264304615,7482,45 58 35N,005 19 46E,"A, GOS"
AMBERLEY AMO,264300375,94568,27 37 47S,152 42 40E,"A, GOS, CLIMAT(C), RBCN"
AMBIKAPUR,264288805,42693,23 10 00N,083 15 00E,GOS
AMBOHITSILAOZANA,264285835,67067,17 38 00S,048 30 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
AMBON/PATTIMURA,264301803,97724,03 42 40S,128 05 07E,"A, R, RADAR, WR, GOS, GSN, CLIMAT(C), RBCN, RBSN(ST), WRO"
AMBROLAURI,264304763,37308,42 31 36N,043 08 20E,"GOS, RBSN(S)"
AMBULONG,264302429,98432,14 05 24N,121 03 18E,"GOS, CLIMAT(C)"
AMBUNTI,264302309,92017,04 13 00S,142 49 00E,"A, GOS"
AMDERMA,264291359,23022,69 47 00N,061 39 28E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
AMENDOLA,264305907,16261,41 32 17N,015 42 50E,"A, GOS"
AMERY ICE SHELF (G3),264310713,89767,70 53 31S,069 52 21E,"GOS, ANTON, CLIMAT(C)"
AMGA,264291679,24962,60 54 00N,131 59 00E,"GOS, RBSN(S)"
AMGUID,264284895,60650,26 25 00N,005 22 00E,GOS
AMI (RESEARCH VESSEL),264302781,99020,71 30 00N,019 00 00E,GOS
AMINIDIVI,264289247,43311,11 07 00N,072 44 00E,"C, R, GOS, RBCN, RBSN(ST)"
AMMAN AIRPORT,264306069,40270,31 59 00N,035 59 00E,"A, GOS"
AMOT,264309037,2440,60 57 44N,016 25 52E,"GOS, RBSN(S)"
"AMQUI, QUE",264297083,71386,48 28 19N,067 26 05W,GOS
AMRAN,264293585,41399,15 46 00N,044 01 00E,"GOS, RBSN(S)"
AMRAOTI,264288981,42937,20 56 00N,077 47 00E,GOS
AMRELI,264288907,42834,21 36 00N,071 13 00E,GOS
AMRITSAR,264288389,42071,31 38 00N,074 52 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
AMSTERDAM AP SCHIPHOL,264306377,6240,52 19 02N,004 47 23E,"A, GOS, RBSN(S)"
AMSTETTEN,264302891,11018,48 06 29N,014 53 55E,GOS
AMUNDSEN-SCOTT,264310515,89009,90 00 00S,000 00 00E,"R, WT, GOS, GSN, GUAN, ANTON, CLIMAT(C), ANTON(T)"
AMVROSIIVKA,264310203,34622,47 48 00N,038 31 00E,GOS
ANAA,264301599,91933,17 21 25S,145 30 30W,"GOS, RBSN(S), RBCN, GSN, CLIMAT(C)"
ANABAR,264291329,21608,73 13 00N,113 30 00E,"GOS, RBSN(S)"
ANADYR',264291743,25563,64 47 00N,177 34 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
ANAH,264289549,40629,34 22 00N,041 57 00E,GOS
ANALALAVA,264285819,67019,14 38 00S,047 46 00E,"A, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
ANAMUR,264309961,17320,36 05 00N,032 50 00E,"C, GOS, RBSN(S)"
ANANUN CANYON,264302861,37878,40 57 00N,045 04 06E,GOS
ANAPA,264308295,37001,44 53 00N,037 17 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
ANAPOLIS (AERO),264294705,83419,16 14 00S,048 58 00W,"A, GOS"
ANASTASINO,264292141,29674,55 07 19N,093 23 02E,"GOS, RBSN(S)"
ANCHIALOS (AIRPORT),264305287,16665,39 13 28N,022 47 36E,"A, AGRIMET, GOS"
ANCHORAGE/ELMENDORF AFB,264298833,70272,61 15 00N,149 48 00W,"A, GOS"
"ANCHORAGE/INT., AK",264298835,70273,61 09 24N,149 59 11W,"A, R, WT, GOS, CLIMAT(C), RBSN(ST)"
ANCONA,264305839,16190,43 36 41N,013 31 31E,GOS
ANDA,264287509,50854,46 23 00N,125 19 00E,GOS
ANDAHUALAYLAS,264296177,84688,13 42 00S,073 21 00W,"A, M, GOS"
ANDAMOOKA,264301193,95660,30 26 56S,137 10 09E,GOS
ANDAPA,264285823,67022,14 39 00S,049 37 00E,GOS
ANDAU,264303237,11395,47 46 21N,017 02 00E,GOS
ANDEER,264309557,6787,46 36 36N,009 25 55E,GOS
ANDERMATT,264309421,6695,46 37 51N,008 34 50E,GOS
ANDERNACH,264305043,10520,50 25 25N,007 25 13E,"GOS, CLIMAT(C)"
"ANDERSEN AFB, GUAM, MARIANA IS.",264302695,91218,13 34 00N,144 55 00E,"A, HU/FC, GOS"
ANDERSON RGNL ARPT,264299091,72319,34 29 42N,082 42 07W,"A, GOS, CLIMAT(C)"
ANDIZAN,264293469,38475,40 44 00N,072 19 00E,"A, GOS"
ANDKHOI,264287229,40906,36 56 00N,065 07 00E,"A, GOS"
ANDONG,264290535,47136,36 34 23N,128 42 26E,"AGRIMET, GOS, RBSN(S)"
ANDOYA (1010-0),264306483,1010,69 18 26N,016 07 51E,"A, C, GOS, RBSN(S)"
ANDOYA (1010-1),264307023,1010,69 18 55N,016 07 51E,"C, R, WN, GOS, RBSN(T)"
ANDOYA-TROLLTINDEN,264306495,1018,69 14 29N,016 00 11E,"RADAR, GOS, WRO"
ANDRAVIDA (AIRPORT),264305293,16682,37 55 22N,021 17 14E,"A, AGRIMET, RADAR, GOS, WRO"
"ANDREW AGDM, ALTA",264296901,71286,53 55 01N,112 16 45W,GOS
ANDREWSFIELD,264310419,3684,51 53 46N,000 27 02E,GOS
ANDROTH,264289279,43334,10 48 00N,073 59 00E,"C, GOS"
ANDRYUSHKINO,264291691,25017,69 10 00N,154 30 00E,"GOS, RBSN(S)"
ANEITYUM,264302759,91568,20 14 00S,169 46 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
ANESBARAKA,264284937,60691,19 26 00N,004 39 00E,GOS
ANGARSK,264292365,30715,52 29 00N,103 51 00E,"GOS, RBSN(T)"
ANGELHOLM-BARKAKRA,264309193,2607,56 17 52N,012 50 39E,"A, GOS"
ANGERMUENDE,264304909,10291,53 01 54N,013 59 26E,"GOS, CLIMAT(C)"
ANGISSOQ,264305405,4285,59 59 28N,045 08 46W,"C, GOS, RBSN(S)"
ANGOCHE,264286117,67273,16 13 00S,039 54 00E,"GOS, CLIMAT(C), RBSN(S)"
ANGOON,264298881,70383,57 30 00N,134 35 00W,"HY/A, GOS, CLIMAT(C)"
ANGRA DO HEROISMO (ACORES),264307213,8511,38 39 36N,027 13 27W,GOS
ANGRA DOS REIS,264294997,83788,23 01 00S,044 19 00W,GOS
ANGUILLA,264296323,78846,18 12 00N,063 03 00W,"A, GOS"
ANGUL,264288999,42969,20 50 00N,085 06 00E,GOS
ANHOLT HAVN,264303871,6079,56 43 01N,011 30 35E,GOS
ANIAK,264298799,70232,61 35 00N,159 32 00W,"A, GOS, CLIMAT(C)"
ANJU,264290411,47050,39 37 00N,125 39 00E,"GOS, RBSN(S)"
ANKANG,264287979,57245,32 43 00N,109 02 00E,"GOS, RBSN(S)"
ANKARA/CENTRAL,264309819,17130,39 57 00N,032 53 00E,"GOS, GUAN, CLIMAT(C), RBCN, RBSN(T)"
ANMYEONDO,264290527,47132,36 31 00N,126 19 00E,GOS
ANNA,264308165,34238,51 29 00N,040 25 00E,GOS
ANNABA,264284737,60360,36 50 00N,007 49 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
ANNECY-MEYTHET,264304619,7490,45 55 47N,006 06 21E,"A, GOS"
"ANNETTE ISLAND, AK",264298891,70398,55 02 20N,131 34 40W,"A, R, WT, GOS, GSN, GUAN, CLIMAT(C), RBCN, RBSN(ST)"
ANQING,264288109,58424,30 37 00N,116 58 00E,"GOS, RBSN(ST)"
"ANSO, REFUGIO DE LINZA",264308743,8913,42 53 52N,000 47 56W,GOS
ANTA/HUARAZ,264296155,84542,09 21 00S,077 36 00W,"A, M, GOS"
ANTALAHA,264285827,67025,14 53 00S,050 15 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
ANTALYA,264309955,17300,36 52 00N,030 44 00E,"A, RADAR, GOS, CLIMAT(C), RBCN, RBSN(S), WRO"
ANTALYA-BOLGE,264309957,17302,36 52 00N,030 42 00E,"C, GOS"
ANTANANARIVO,264285843,67085,18 52 00S,047 30 00E,"GOS, RBCN, RBSN(S)"
ANTANANARIVO/IVATO,264285841,67083,18 48 00S,047 29 00E,"A, R, GOS, GSN, GUAN, CLIMAT(C), RBCN, RBSN(ST)"
ANTIPAJUTA,264291363,23058,69 06 14N,076 51 29E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
ANTOFAGASTA,264295785,85442,23 27 01S,070 26 28W,"A, R, GOS, GSN, GUAN, CLIMAT(C), RBCN, RBSN(ST)"
ANTSIRABE,264285847,67107,19 49 00S,047 04 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
ANTSIRANANA,264285813,67009,12 21 00S,049 18 00E,"A, WT, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
ANTSOHIHY,264285821,67020,14 53 00S,047 59 00E,"GOS, RBCN, RBSN(S)"
ANTWERPEN/DEURNE,264303487,6450,51 11 25N,004 27 28E,"A, GOS"
ANUCINO,264292647,31981,43 58 00N,133 04 00E,"GOS, RBSN(S)"
ANUPGARH,264288441,42122,29 10 00N,073 10 00E,GOS
ANURADHAPURA,264292995,43421,08 20 00N,080 25 00E,GOS
ANYANG,264287695,53898,36 03 00N,114 08 00E,GOS
ANZALI,264289375,40718,37 28 47N,049 27 27E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
ANZOBSKIJ PEREVAL,264293041,38719,39 05 00N,068 52 00E,"GOS, RBSN(S)"
AOMORI,264289741,47575,40 49 18N,140 46 08E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
AOMORI AIRPORT,264289717,47542,40 44 00N,140 41 19E,"A, GOS"
AONACH MOR,264310231,3041,56 49 20N,004 58 09W,"M, GOS"
AOSTA POLLEIN,264305709,16054,45 44 05N,007 21 02E,GOS
APA NEAGRA,264307505,15341,44 59 49N,022 51 34E,GOS
"APALACHICOLA/MUN.,  FL.",264298935,72220,29 44 00N,085 02 00W,"WT, GOS, CLIMAT(C), RBSN(S)"
APARAN,264302805,37699,40 32 19N,044 23 27E,GOS
APARAN JRAMBAR,264302819,37770,40 57 00N,043 46 47E,GOS
APARRI,264302385,98232,18 21 34N,121 37 49E,"C, RBSN(S), GOS, GSN, CLIMAT(C), RBCN"
APARRI RADAR,264302383,98231,18 22 00N,121 37 00E,GOS
APARTADO/LOS CEDROS,264295865,80084,07 49 00N,076 42 00W,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
APATITY,264307639,22213,67 33 03N,033 21 44E,"GOS, RBSN(S)"
APELSVOLL,264306861,1381,60 42 01N,010 52 06E,GOS
APIA,264302553,91762,13 48 00S,171 47 00W,"GOS, CLIMAT(C), RBCN, RBSN(S)"
APIA WHARF,264302543,91756,13 49 00S,171 45 00W,GOS
APIACAS,264294139,81976,09 33 50S,057 23 37W,GOS
APODI (81835-0),264294027,81835,05 37 38S,037 49 55W,GOS
APODI (82590-0),264294349,82590,05 39 00S,037 48 00W,GOS
APOLO,264293851,85151,14 44 00S,068 30 00W,"A, GOS, CLIMAT(C), RBSN(S)"
APPLETHORPE,264300357,94553,28 37 18S,151 57 12E,GOS
APUI,264294069,81893,07 12 19S,059 53 20W,GOS
APUKA,264291787,25956,60 26 00N,169 40 00E,"GOS, RBSN(S)"
APUTITEEQ,264305421,4351,67 47 00N,032 18 00W,"C, GOS, RBSN(S)"
AQABA AIRPORT,264306095,40340,29 33 00N,035 00 00E,"A, GOS"
AQRAA,264289523,40607,36 45 00N,043 53 00E,GOS
AQUIDAUANA,264295459,86808,20 28 32S,055 47 02W,GOS
ARACAJU (83096-0),264294555,83096,10 55 00S,037 03 00W,"GOS, CLIMAT(C), RBCN, RBSN(S)"
ARACAJU (86616-0),264295163,86616,10 57 00S,037 03 00W,GOS
ARACAJU (AERO),264294553,83095,10 59 00S,037 04 00W,"A, GOS"
ARACATUBA,264294885,83672,21 12 00S,050 26 00W,GOS
ARACUAI,264294719,83442,16 52 00S,042 04 00W,"GOS, RBSN(S)"
ARAD,264307405,15200,46 08 01N,021 21 13E,"AGRIMET, GOS"
ARAFAT,264292943,41032,21 20 04N,039 58 27E,GOS
ARAGARCAS (83368-0),264294667,83368,15 54 00S,052 14 00W,"GOS, RBSN(S)"
ARAGARCAS (86709-0),264295303,86709,15 54 21S,052 14 38W,GOS
ARAGATS H/M,264302823,37781,40 28 28N,044 10 52E,"GOS, GSN, CLIMAT(C), RBCN"
ARAGUAINA (81900-0),264294071,81900,07 16 15S,048 12 04W,GOS
ARAGUAINA (82659-0),264294367,82659,07 12 00S,048 12 00W,GOS
ARAGUATINS,264294003,81821,05 38 37S,048 06 42W,GOS
"ARAGUES DEL PUERTO, LIZARRA",264308739,8911,42 45 54N,000 37 39W,GOS
ARAK (40769-0),264289425,40769,34 04 19N,049 47 00E,"GOS, RBSN(S)"
ARAK (60660-0),264284899,60660,25 16 00N,003 44 00E,GOS
ARAL TENIZI,264290297,35746,46 47 00N,061 39 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
ARANYAPRATHET,264293257,48462,13 41 19N,102 30 15E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
ARAPIRACA,264294171,81996,09 48 15S,036 37 08W,GOS
ARAR,264292809,40357,30 54 00N,041 08 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
ARARANGUA,264295731,86971,28 55 53S,049 29 53W,GOS
ARARAT,264302857,37874,39 49 35N,044 34 44E,GOS
ARARAT PRISON,264300749,94834,37 16 38S,142 58 51E,GOS
ARAUCA/SANTIAGO PEREZ,264295875,80099,07 04 00N,070 44 00W,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
ARAUCANIA,264295809,85744,38 56 04S,072 39 12W,"GOS, RBSN(S)"
ARAXA (83579-0),264294801,83579,19 34 00S,046 56 00W,"GOS, CLIMAT(C), RBCN, RBSN(S)"
ARAXA (86796-0),264295439,86796,19 36 00S,046 56 00W,GOS
ARAXOS (AIRPORT),264305299,16687,38 08 57N,021 25 20E,"A, GOS"
ARBA MINCH,264285551,63500,06 05 00N,037 38 00E,"A, AGRIMET, GOS, RBCN, RBSN(S)"
ARBAT,264286817,62635,19 50 00N,036 58 00E,GOS
ARCEN AWS,264306467,6391,51 29 50N,006 11 46E,GOS
ARCHERFIELD AIRPORT,264300387,94575,27 34 18S,153 00 28E,"A, GOS"
ARCIS RADAR,264304499,7167,48 27 44N,004 18 34E,"RADAR, GOS, WRO"
ARCO VERDE,264294119,81953,08 26 00S,037 05 00W,GOS
ARCOVERDE,264294457,82890,08 25 00S,037 05 00W,GOS
"ARCTIC BAY CS, NU",264297471,71592,72 59 34N,085 00 44W,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
ARCTOWSKI,264310537,89052,62 10 00S,058 28 00W,GOS
ARDAHAN,264309731,17046,41 07 00N,042 43 00E,"C, GOS"
ARDEBIL,264289365,40708,38 13 05N,048 19 43E,"GOS, RBSN(S)"
ARDMORE AERO AWS,264302083,93137,37 01 49S,174 58 16E,"A, GOS"
ARE,264308903,2217,63 22 25N,013 09 38E,GOS
AREIA (81877-0),264294061,81877,06 58 00S,035 41 00W,GOS
AREIA (82696-0),264294391,82696,06 58 00S,035 41 00W,GOS
AREMBEPE,264295229,86659,12 45 44S,038 10 09W,GOS
ARENI,264302859,37875,39 43 22N,045 03 00E,GOS
AREQUIPA,264296185,84752,16 20 00S,071 34 00W,"A, M, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
AREZZO,264305831,16172,43 27 35N,011 50 44E,"A, GOS, RBSN(S)"
"ARGENTIA (AUT), NFLD",264297805,71807,47 17 38N,053 59 36W,GOS
ARGYLE AERODROME,264300033,94217,16 38 17S,128 27 06E,"A, C, GOS"
ARHANGEL'SK (22543-0),264307695,22543,64 37 29N,040 30 41E,"GOS, GUAN, RBSN(T)"
ARHANGEL'SK (22550-0),264307699,22550,64 30 15N,040 43 40E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
ARHARA,264292561,31594,49 25 00N,130 05 00E,"GOS, RBSN(S)"
ARICA,264295779,85406,18 21 05S,070 20 09W,"A, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
ARINOS,264294685,83384,15 54 00S,046 03 00W,"GOS, RBSN(S)"
ARIQUEMES,264294135,81970,09 56 56S,062 57 43W,GOS
ARIRANHA,264295509,86841,21 07 58S,048 50 25W,GOS
ARIYALUR,264289267,43324,11 10 00N,079 00 00E,GOS
ARJEPLOG,264308843,2124,66 03 05N,017 50 23E,"GOS, RBSN(S)"
ARKA,264291689,24988,60 05 00N,142 20 00E,"GOS, RBSN(S)"
ARKAROOLA,264300529,94676,30 18 40S,139 20 09E,GOS
ARKONA,264304821,10091,54 40 45N,013 26 03E,"C, GOS, CLIMAT(C), RBCN, RBSN(S)"
ARLINGTON REEF,264300083,94284,16 43 21S,146 06 45E,GOS
ARLTUNGA,264301037,95323,23 27 23S,134 41 06E,GOS
ARMAVIR (37031-0),264308313,37031,44 59 00N,041 07 00E,"GOS, RBSN(S)"
ARMAVIR (37787-0),264302833,37787,40 08 10N,043 54 12E,GOS
ARMENIA/EL EDEN,264295895,80211,04 30 00N,075 43 00W,"A, GOS"
ARMIDALE (TREE GROUP NURSERY),264300673,94773,30 31 27S,151 40 18E,GOS
ARMIDALE AIRPORT AWS,264301317,95773,30 31 38S,151 36 57E,"A, GOS"
"ARMSTRONG (AUT), ONT",264297867,71841,50 17 37N,088 54 19W,"A, GOS, RBSN(S)"
AROGYAVARAM,264289209,43271,13 32 00N,078 30 00E,GOS
AROMA,264286841,62722,15 50 00N,036 09 00E,GOS
ARORAE,264301843,91629,02 40 00S,176 50 00E,GOS
AROSA,264309553,6785,46 47 33N,009 40 44E,GOS
ARRAH,264288685,42487,25 34 00N,084 40 00E,GOS
ARRAIAL DO CABO,264295597,86892,22 58 34S,042 01 17W,GOS
ARRIACH,264303113,11275,46 43 40N,013 51 09E,GOS
"ARRIAGA, CHIS.",264298657,76840,16 13 56N,093 54 17W,"GOS, CLIMAT(C)"
ARROYO BARRIL,264298369,78466,19 12 00N,069 27 00W,"A, GOS"
ARSK,264308007,27593,56 05 29N,049 51 51E,GOS
ARTASHAT,264302851,37871,39 55 56N,044 31 17E,GOS
"ARTEMISA, LA HABANA",264298237,78319,22 48 00N,082 45 00W,GOS
ARTEMIVS'K,264310185,34510,48 36 00N,037 59 00E,"GOS, CLIMAT(C)"
ARTEMOVSK,264292173,29772,54 20 51N,093 26 06E,"GOS, RBSN(S)"
ARTEMOVSKIJ,264291845,28346,57 22 00N,061 55 00E,GOS
ARTENARA,264286799,60028,28 01 07N,015 36 52W,"RADAR, GOS, WRO"
ARTERN,264305005,10460,51 22 28N,011 17 31E,"GOS, CLIMAT(C)"
ARTHURS PASS AWS,264302217,93774,42 56 40S,171 33 50E,GOS
ARTIGAS,264296213,86330,30 23 54S,056 30 36W,"A, AGRIMET, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
ARTIK,264302795,37689,40 37 33N,043 57 11E,GOS
ARTVIN,264309729,17045,41 11 00N,041 49 00E,"GOS, CLIMAT(C), RBCN"
ARUA,264287027,63602,03 03 00N,030 55 00E,"GOS, RBCN, RBSN(S)"
ARUSHA,264286911,63789,03 20 00S,036 37 00E,"A, GOS"
ARVAIHEER,264290819,44288,46 16 00N,102 47 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
"ARVIAT A, NU",264296697,71174,61 05 38N,094 04 18W,"A, GOS"
"ARVIAT CLIMATE, NU",264296973,71322,61 06 00N,094 04 00W,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
ARVIDSJAUR,264308857,2149,65 35 43N,019 16 06E,GOS
ARVIKA,264309015,2411,59 40 29N,012 38 17E,GOS
ARVOREDO,264295061,83895,27 18 00S,048 21 00W,GOS
ARXAN,264287497,50727,47 10 00N,119 56 00E,"GOS, RBSN(S)"
